,reviewText,overall,rating,TextBlobAnalysis,TextBlob_Sentiment,CNN_Sentiment
100882,"This water sensing alarm comes with the alarm itself, a leader cable, and a four foot water-sensing cable. The leader cable plugs into the alarm box, allowing the alarm to be affixed to the wall well above the possible waterline. The water-sensing cable plugs into the leader cable and lies on the floor, ready to detect water.A few drops of water will not set off the alarm, so if you use the device to sense water in your laundry area, a drop or two of water coming off wet laundry won't give you false alarms. But if any portion of the water-sensing cable gets significantly wet, the alarm will go off. It doesn't take much, so the device will quickly alert you to any significant leak.I've had the usual spot placement alarms for my basement water heater, but if you don't pick the spot perfectly, the detector may be at a high point and not go off until considerable water is present. Having a four foot length of cable helps quite a bit. The cable can be extended using cable extensions also available from Honeywell. I tried an 8 foot extension, the RWD80, and found it worked as advertised. You can use extensions up to a  total of 240'.This package comes with some double stick tape to allow mounting of the alarm, as well as cable clips to allow you to firm down the leader and sensing cables.Instructions are sparse with one small page of operating instructions written by someone whose first language isn't English. But in truth, there's not much need for instruction here. Put the 9V battery (not included) in, then put the cable wherever water might inappropriately exist, then wait and hope the alarm never goes off.",5.0,1,"[0.0, 0.0, -0.12500000000000003, -0.1, 0.23979166666666665, 0.0, 0.4, 0.0, -0.0507936507936508, -0.1, 0.0]",1,1
100883,"They honeywell water defuse sensing alarm is quite simple.  It's a box the takes one 9v battery, and has a rj11 (think phone) plug on it.  You can attach the included cable, or buy a longer extension.  The extension can be used with the original cable, or one it's own.  There  is also a leader that is not water sensing, in order to position the box better.It's a quite simple solution, the alarm is loud, and the cable seems to sense water without having false alarms.  It does require a fair amount of water to set off, so moisture/dampness will not trigger this.  You will need multiple drops/puddles of water to set this off.Great utility rooms, around the bottom of the water heater, wrapping around plumbing you just completed and don't fully trust yet, and many more things.",5.0,1,"[0.0, 0.0, 0.0, 0.4875, 0.049999999999999975, 0.7, 0.45]",1,1
100884,"Plugged everything up, and, like everyone else in the world, I figured I'd like to see/hear it work before deploying it somewhere that might be important.  So, stretching out the cable beneath the running faucet, the water touched the cord.  BEEP BEEP BEEP BEEP BEEP BEEP BEEP.  Loud enough to be plenty annoying, but if all the doors were closed in my basement, and/or it was mounted under a sick with another door to dampen the sound, it probably would NOT be enough to wake up up.  Granted, it's not a smoke detector where its get-out-or-die, but it's something to think about...Also, with the ability to expand the water sensing cord to like 240 feet, you could string this thing up around the entire perimeter of an room, or whatever other configuration you could dream up.Would recommend.  Product works as described for a very reasonable price, its expandable, and the instructions, while short, were written by someone with a comprehension of the language.  Made in China, comes with a 1-year warranty.",4.0,1,"[0.4, 0.0, 0.0, -0.15918367346938775, -0.0625, 0.13, 0.0]",1,1
100885,This was bought at a fair price and was very easy to install.  Very loud and an inexpensive way to protect your home from water damage.,5.0,1,"[0.6316666666666666, 0.13]",1,1
100886,So incredibly easy to install and worth more than the retail price.  I tested it on multiple scenarios and all passed without a hitch.  I was in a flooded house once.  The sump pump failed and didn't realize the lower level was flooding until I went downstairs for a Popsicle... I recommend this product to anyone in a flood zone or whoever has a sump pump cause it will fail at some time.  Spend twenty and save thousands...,5.0,1,"[0.41111111111111115, 0.0, 0.0, -0.5, 0.0]",0,1
100887,"I still don't get why in the year 2011 devices that are battery operated can't come with a battery they require, at least a starter battery. But I digress.This water detector works, but it is quiet as other reviewers have said. If I had this in my garage I would never hear it unless I was standing in my kitchen which is one door away. However the reason I got this was for my kitchen sink.  A few weeks back a pipe broke and flooded my kitchen. So I am using this under the cabinet in my kitchen and when it beeps I can in fact hear it anywhere in my house, however it is a bit muffled and If I had a TV on or a radio it would be very quiet almost to the point I wouldn't hear it. I would love to see a revision to this that has an adjustable volume on it.This device does work, it gets the job done but it isn't as loud as I think it could be. It also drives me crazy there is no battery included but that's just my own little gripe, it doesn't say it has one I just think it should.",3.0,1,"[-0.3, -0.0625, 0.0, 0.0, -0.1, 0.0, 0.3, -0.0625]",0,1
100888,"For one reason or another, I seem to keep getting water leaks under the kitchen sink. I've had holes in the garbage disposal and leaks in the pipe connectors. The last time it leaked, we had water pooled up for quite some time, I know this because it stunk so bad. Mildewy water isn't the best for our health, nor the best for our flooring, so I figured I'd give this unit a try.Hopefully, I'll never need it. I think I have everything fixed, but I can say I feel a whole lot better knowing it's there.The device does not come with a battery. You need to purchase a 9-Volt before you can get it working. Thankfully, I had one in the closet. Taking off the battery cover was more difficult than I expected. Nearly broke a fingernail; the release mechanism is quite difficult to get depressed. At least I know the battery will be in there tight.Next, I connected the sensing cable and dropped it into a bucket of water. It went off instantly. Check; it works. When activated, the alarm beeps off and on; unlike the annoying constant shriek of a smoke detector--which is nice.Provided in the package is double-sided sticker. I used this to attach the device to the inside of the cabinet. When I had to remove the device, the sticker lost its stick, so it wouldn't reattached without a new one (it would have been nice had they provided more than one). It's gonna be near impossible to change the battery out without having to get a new sticker every time. So, keep that in mind. There is a hole in the back of the device where you can hang it by a nail, but I'd rather not put nails in my cabinet.I then laid the sensing cable down. There were a few places where it didn't sit flat, but I'm wondering if it will lose some stiffness with time (you can also use the provided c-clips to help keep it flat).That's it. Overall, simple and easy to setup. If you have to extend the cable at a great distance, you can buy longer ones, so it should work for most situations.",4.0,1,"[0.0, 0.0, -0.3499999999999999, 1.0, 0.26666666666666666, 0.0, 0.0, -0.03333333333333333, -0.2, -0.1595238095238095, 0.0, 0.0, -0.05000000000000002, 0.0, 0.4121212121212121, -0.14343434343434344, 0.0, -0.07777777777777779, -0.08333333333333333, 0.14444444444444446, 0.65]",1,1
100889,The Honeywell RWD41 Water Defense Water Sensing Alarm does the job and it's a job you don't realize is important until something happens. During a rainy spell our sump pump failed in the middle of the night. The next morning I woke to the sound of our cat crying as it floated by on top of my guitar. The device is absolutely idiot proof. Installation is a matter of a couple of minutes and the thing works exactly as promised. The alarm is loud! It will wake you up. This is a very small investment when compared to the mess and expense we went through. An optional extension is available if you need more cable.,5.0,1,"[0.4, -0.25, 0.175, -0.8, 0.25, 0.1, 0.0, -0.25, 0.45]",1,1
100890,"Having dealt with a water leak in the past I have always been a little nervous about having the water heaters located indoors in our current home. This gadget goes a long way to giving me some peace of mind regarding when the telltale drip of a water heater on it's last legs might begin.The device is easy to install and uses a 9V battery. The volume of the alarm is loud and annoying enough make you wake up. The cable has a 6 ft leader cable that allows you to mount it higher up on the wall or in another room but the detecting cable itself is only 4 ft long. If you plan on using it in a laundry room or basement I would recommend getting the extensions for the leak detection cable (also available on Amazon). Each unit can be expanded to 240 feet.If you're dealing with older water heaters, washing machines or basements that are prone to flooding this really is a terrific investment.",5.0,1,"[-0.14583333333333334, 0.1277777777777778, -0.23333333333333336, 0.06666666666666667, 0.4, 0.08333333333333333]",1,1
100891,"Currently we use spot water detectors in various areas of our home...under our kitchen sink, near our water heater and a few areas in our basement. Compared to the spot water detectors, I absolutely love the coverage area of this water detector. This unit has 4' of water detection cable which isn't a lot, but  additional cable can be purchased to cover 240'...enough cable to potentially  cover the perimeter of an average sized basement.Off & on we've encountered water problems in our basement....at least 3 times when our water heater broke & a few other when there was exceptional flooding in our area.  This cable would've alerted us to the problems...however, it's not loud enough to be heard upstairs. Our basement steps are located in the garage...so there's no basement door that can be left open to hear any 'basement sounds.'  I've been known to put my ear to a register when I hear noises downstairs. Thankfully, we haven't had any water issues since I received this water sensor. So I put water on the cable myself, &  dried the cable to stop the alarm. However to stop the alarm in a real-life situation, it might work better to disconnect the sensor/water detector cable from the unit, and if that doesn't work, you'll have to remove the battery.Purchasing extension cable will make this unit more useful.Honeywell RWD80/T Water Defense Water Sensing Alarm Extension CableThis sensor is easy to set-up and install. Double stick tape is included to mount the alarm unit on a dry wall & there's 6' of leader connection cable (we can mount the alarm close to the basement ceiling & possibly better hear the alarm in our living area.) The 4' of leak detection/water sensor cable connects to the leader cable. C-clips are included to attach the  water sensor cable to the surface/area you want to detect.I can think of several uses for this water sensor. It can be used around clothes washers, refrigerators,  dishwashers, water heaters & of course basements. Because of the generous 6' of leader connection cable, you might be able to position the alarm where you will hear it.  In our case, it will be near our basement ceiling so we can hear the alarm upstairs.  The unit will chirp when battery life gets low.Pros:Easy to set-up & installGenerous 6' of leader connection cable included, which means you have a better chance of placing the alarm in an area you can hear it.Covers a larger area than spot detectorsCons:Not loud enoughBattery not includedIn most cases, additional sensor cable will need to be purchased.5 Star product; 1 star deducted because it's not loud enough",4.0,1,"[-0.025, 0.5, -0.015476190476190468, -0.025, 0.0, 0.0, 0.0, -0.2, 0.38666666666666666, 0.14444444444444446, 0.0, 0.0, 0.0, 0.5, 0.1, 0.16666666666666666]",1,1
100892,"The base unit plus one cable extension permitted me to encircle my washer and dryer which are upstairs and located in a small laundry closet. Because of the tight fit, there isn't much floor visible, so a small water leak might not be immediately evident. The longer the water leaks unnoticed, the greater the damage. A water detection device in this location provides peace of mind.My initial plan was to use the water detection device in the basement near the water heater and sump pump pit, but with the basement door closed the alarm wasn't sufficiently audible to alert me. I am using standard water detecting devices in the basement and although the coverage doesn't compare to this one, I can hear the alarm when upstairs with the basement door closed.The unit installs easily - the pieces snap into place -- and requires only a 9 volt battery for power. Adhesive mounting hardware is included so the cable can be placed precisely where desired. And I like the fact that the unit can be mounted off the floor with just the cable touching water. In the event of a water leak, the base unit not sitting in a puddle should add to the life of the unit.Insurance companies can be fussy about paying for water damage - for example our homeowner's policy won't cover damage caused by the exterior sprinkler system. Finding a water leak quickly before it becomes a big problem can save time and aggravation. I do plan to install units under our kitchen and bathroom sinks. The overall design is a vast improvement over the models that only cover as much area as the size of the unit - mere inches - but to push this rating to five stars, the alarm simply must be louder.",4.0,1,"[-0.525, 0.02428571428571429, 0.15, 0.0, 0.08333333333333334, 0.4, 0.5, -0.8, 0.16666666666666666, -0.1, -0.049999999999999996]",0,1
100893,This alarm is quite sensitive to any moisture intrusions. For that I give it an A+. Only downside is that its very hard to get it to turn off once it's gotten wet. This monitor is not for an area that gets occasionally wet and you just want to be alerted to it. Its definitely for an area that never gets wet and to use as a last resort monitor.,3.0,1,"[0.1, 0.0, -0.15972222222222224, -0.1, -0.03333333333333333]",0,1
100894,"I purchased this alarm 8 months ago, after two waters flooded my home within 1 year. After the current water heater was installed, I installed this alarm with the sensor on the floor around the heater. The alarm went off once. I had a very tiny leak. I was very impressed that this alarm worked with just a tiny drop of water on the floor. Great. It turned out that I needed an overflow tank, so my plumber installed that and put the alarm back in place. That was the end of Nov or early Dec. This morning at 6AM, the alarm sounded. Using paper towels, I checked the floor and wiped with paper towels (no moisture), wiped off the cable to the alarm and put in place. When I plugged the cord into the alarm, the alarm sounded and it won't stop. I called Honeywell tech support. After having me wipe the floor and cable again (paper towel was completely dry), I was asked to remove the battery and wait 2-3 minutes. The tech person told me to plug in the alarm again. The alarm sounded. I was hoping they'd send me a replacement. The only way they will replace it is if I can mail them my receipt. I bought this, along with several other items. I did not put the receipt in the file for this alarm, probably because there was a more expensive item on the same receipt. I'm a disabled senior who has had 3 foot surgeries in 3 years. Since I have not been able to go up stairs, receipts get thrown into boxes that friends have carried to my garage. I can walk now, but it's 105 degrees here and extremely humid. I cannot go into the garage to find the boxes in this weather. I DO understand WHY Honeywell wants a receipt: To prove the alarm is not more than 1 year old.  People do lie and cheat, and Honeywell has no reason to believe me when I tell them I bought the alarm 8 months ago. I get that. But I can't believe they'd lose a long-time customer over a $29 item because it MIGHT be more than one year old. I'd understand the refusal if I were asking for replacement of a $100 or more item. I have used Honeywell thermostats for 40 years. I've bought door chimes, expensive humidifiers and many other products. I was even considering a Honeywell home security/surveillance system. I'm really disappointed. Usually, companies will replace items for good will. This is a good reason why we should sign up for My Lowes; you can always get a duplicate receipt. I would have rated the alarm 5 stars if hadn't sounded a false alarm after only 8 months. Moral of the story:  If you buy ANY Honeywell product, be sure to file your receipt in a safe place.",3.0,1,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.8, 0.0, 0.1, 0.0, 0.0, 0.0, -0.06666666666666665, 0.0, 0.0, 0.0, 0.0, -0.0625, 0.0, -0.2, 0.5, -0.125, 0.0, 0.016666666666666673, 0.0, 0.0, 0.18333333333333335, 0.5, 0.0, -0.041666666666666664, 0.0, -0.75, 0.22499999999999998, 0.7, -0.20000000000000004, 0.3333333333333333]",1,1
100895,"A few years ago, I set out some 'spot' water sensors in areas of concern. One of them actually warned us of a leak around our refrigerator, which saved us big bucks on repairs. I decided to try the Honeywell system and placed it around our water heater in the basement. This is also right next to our sump pump, so the sensor does double-duty. The alarm unit is small, and can be attached with the enclosed double-sided tape to a convenient spot on the water heater. A 6-foot leader extension cord plugs into the alarm unit. This is an insulated cord and will not sense dampness. The sensor cable is 4-ft long and plugs into the leader. I placed the sensor cable around the perimeter of the water heater, and affixed it with enclosed clips, which have an adhesive to stick them on the floor. It took 5 minutes to do all this. How sensitive is it? I wet my finger and touched the sensor cord, and immediately heard a 'beep-beep-beep' signal. The volume was less than our smoke alarm, but we could hear it from the main floor of the house. My unit came with an 8-foot cable extension which would be great for detecting water along the floor of a basement.I'm giving this product 4 stars since I think the volume should be a bit louder. Nonetheless, I would fully recommend this product for sensing water problems around water heaters, boilers, refrigerators, sinks, and washers.",4.0,1,"[-0.2, 0.0, 0.0, 0.09523809523809523, -0.125, 0.0, 0.0, -0.05, 0.0, 0.0, 0.1, -0.1, 0.0, 0.8, -0.1]",1,1
100897,"Bought this as an early warning to alert in the event that the sump pump failed, and if water accumulated in the basement. So far it hasn't gone off, and hasn't needed a battery change so only time will tell if it works when needed. It seems well made.",3.0,1,"[-0.2, 0.05, 0.0]",0,1
100898,"I've got a ""regular irregular"" leak in my basement.  Water very occasionally comes through a sunken window, depending on the rainfall pattern and history.  I have a narrow window (pun intended) of time to recognize this and bail out the window before the water soaks the floor and carpet.  It is my hope that the Honeywell RWD41 water defense water-sensing alarm will let me know, ASAP, that water is a'coming.It's battery powered, so easy to set up.  I've tucked the sensing cord into the carpet, but I'm going to move it to the base of the window.  No alarms yet, but it will come.  And when it does, I will edit this review.I'm hoping this gives me more than just peace of mind!",4.0,1,"[0.0, 0.0, -0.2, 0.43333333333333335, -0.8, 0.0, 0.5]",0,1
